v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,,,
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,,,
ham,But i haf enuff space got like 4 mb...,,,
ham,Do you still have the grinder?,,,
ham,Hey they r not watching movie tonight so i'll prob b home early...,,,
ham,"Aight yo, dats straight dogg",,,
ham,K... Must book a not huh? so going for yoga basic on sunday?,,,
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,,,
ham,I havent lei.. Next mon can?,,,
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,,,
ham,* Thought I didn't see you.,,,
ham,I'm reaching home in 5 min.,,,
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,,,
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,,,
ham,Captain is in our room:),,,
ham,No that just means you have a fat head,,,
ham,I'll probably be by tomorrow (or even later tonight if something's going on),,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,Just sent it. So what type of food do you like?,,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,,,
ham,"Pity, * was in mood for that. So...any other suggestions?",,,
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear..""",,,
ham,Ok pa. Nothing problem:-),,,
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,,,
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,,,
ham,Rofl. Its true to its name,,,
ham,Nothing just getting msgs by dis name wit different no's..,,,
ham,I'm at home. Please call,,,
ham,Prakesh is there know.,,,
ham,Hey r Ì_ still online? I've finished the formatting...,,,
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,,,
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",,,
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,,,
ham,Dear i have reache room,,,
ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,,,
ham,Huh? 6 also cannot? Then only how many mistakes?,,,
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,,,
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,,,
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",,,
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",,,
ham,K I'll be sure to get up before noon and see what's what,,,
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",,,
spam,You have 1 new message. Please call 08718738034.,,,
ham,"It could work, we'll reach a consensus at the next meeting",,,
ham,Let me know when you've got the money so carlos can make the call,,,
ham,What is the plural of the noun research?,,,
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,,,
ham,My sister got placed in birla soft da:-),,,
spam,"Win the newest ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,
ham,Am in gobi arts college,,,
ham,Hi :)finally i completed the course:),,,
ham,Sorry for the delay. Yes masters,,,
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,,,
ham,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,,,
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
ham,I only haf msn. It's yijue@hotmail.com,,,
ham,I will reach before ten morning,,,
spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,,,
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",,,
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
ham,How do you plan to manage that,,,
ham,S...i will take mokka players only:),,,
ham,Id onluy matters when getting on from offcampus,,,
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",,,
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,,,
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,,,
ham,Really good:)dhanush rocks once again:),,,
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,,,
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",,,
ham,There are many company. Tell me the language.,,,
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,,,
ham,Mm i am on the way to railway,,,
ham,I was just callin to say hi. Take care bruv!,,,
ham,No it will reach by 9 only. She telling she will be there. I dont know,,,
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr""",,,
ham,Glad to see your reply.,,,
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,,,
spam,85233 FREE>Ringtone!Reply REAL,,,
ham,I am not sure about night menu. . . I know only about noon menu,,,
ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,,,
ham,"Arms fine, how's Cardiff and uni? ",,,
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,,,
ham,I am not having her number sir,,,
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",,,
ham,Your bill at 3 is å£33.65 so thats not bad!,,,
ham,Stupid.its not possible,,,
ham,"Sorry that took so long, omw now",,,
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,,,
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,,,
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",,,
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",,,
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",,,
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,
ham,"Yes, i'm small kid.. And boost is the secret of my energy..",,,
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,,,
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,,,
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,,,
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",,,
ham,Great to hear you are settling well. So what's happenin wit ola?,,,
spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,,,
ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",,,
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",,,
ham,Okay... I booked all already... Including the one at bugis.,,,
ham,No way I'm going back there!,,,
ham,Hmmm:)how many players selected?,,,
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo""",,,
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
ham,Ok lor. Msg me b4 u call.,,,
ham,Just glad to be talking to you.,,,
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,,,
ham,"Aight no rush, I'll ask jay",,,
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna",,,
ham,Lol or I could just starve and lose a pound by the end of the day.,,,
ham,Haf u found him? I feel so stupid da v cam was working.,,,
ham,I'm now but have to wait till 2 for the bus to pick me.,,,
ham,Those ducking chinchillas,,,
ham,Now press conference da:),,,
ham,To day class is there are no class.,,,
spam,As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,,,
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,,,
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",,,
ham,Dear got train and seat mine lower seat,,,
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,,,
ham,Ill call you evening ill some ideas.,,,
ham,I want to go to perumbavoor,,,
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,,,
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,,,
ham,No screaming means shouting..,,,
ham,How are you. Just checking up on you,,,
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,,,
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,,,
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,,,
ham,Hahaha..use your brain dear,,,
ham,Wot about on wed nite I am 3 then but only til 9!,,,
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
ham,on hen night. Going with a swing,,,
ham,Where u been hiding stranger?,,,
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",,,
ham,Sounds like something that someone testing me would sayy,,,
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,,,
ham,I'm serious. You are in the money base,,,
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",,,
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",,,
ham,"Alright we're hooked up, where you guys at",,,
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
ham,You will be in the place of that man,,,
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,,,
ham,Ok i am on the way to home hi hi,,,
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",,,
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",,,
spam,FROM 88066 LOST å£12 HELP,,,
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,,,
ham,Merry christmas to u too annie!,,,
ham,I will take care of financial problem.i will help:),,,
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,,,
ham,"How about clothes, jewelry, and trips?",,,
ham,Normally i use to drink more water daily:),,,
ham,Dont you have message offer,,,
ham,"I av a new number,  . Wil u only use this one,ta.",,,
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,,,
ham,"Kate jackson rec center before 7ish, right?",,,
ham,So why didnt you holla?,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
ham,Webpage s not available!,,,
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",,,
ham,Hey i've booked the pilates and yoga lesson already... Haha,,,
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,,,
ham,"Almost there, see u in a sec",,,
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",,,
ham,When u wana see it then,,,
ham,O was not into fps then.,,,
ham,"Probably gonna be here for a while, see you later tonight &lt;)",,,
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
spam,You have 1 new message. Please call 08715205273,,,
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",,,
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room",,,
ham,Thats cool. i liked your photos. You are very sexy!,,,
ham,I could ask carlos if we could get more if anybody else can chip in,,,
ham,This phone has the weirdest auto correct.,,,
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",,,
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,,,
ham,Hey come online! Use msn... We are all there,,,
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,,,
ham,Wat u doing there?,,,
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,,,
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",,,
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",,,
ham,I went to project centre,,,
ham,Lmao. Take a pic and send it to me.,,,
ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",,,
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
ham,Wat's my dear doing? Sleeping ah?,,,
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,,,
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",,,
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",,,
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,,,
ham,Howz pain?hope u r fine..,,,
ham,K. I will sent it again,,,
ham,How do you guys go to see movies on your side.,,,
ham,Indeed and by the way it was either or - not both !,,,
ham,Otherwise had part time job na-tuition..,,,
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",,,
ham,We are okay. Going to sleep now. Later,,,
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",,,
spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or å£5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,,,
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,,,
ham,You'd like that wouldn't you? Jerk!,,,
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,,,
ham,Wife.how she knew the time of murder exactly,,,
ham,"Haha awesome, be there in a minute",,,
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,,,
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,,,
ham,"Alright, I'll head out in a few minutes, text me where to meet you",,,
ham,"Nah I don't think he goes to usf, he lives around here though",,,
ham,Ok...,,,
ham,My friends use to call the same.,,,
ham,Me too! Have a lovely night xxx,,,
ham,Do well :)all will for little time. Thing of good times ahead:,,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,,,
ham,"Sorry da thangam, very very sorry i am held up with prasad.",,,
ham,Ok i'm coming home now.,,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,,,
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",,,
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,,,
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,,,
spam,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,,,
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,,,
ham,My planning usually stops at \find hella weed," smoke hella weed\""""",,
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",,,
ham,Ok,,,
ham,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",,,
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",,,
ham,Also hi wesley how've you been,,,
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,,,
ham,Yup i'm elaborating on the safety aspects and some other issues..,,,
ham,I don't know but I'm raping dudes at poker,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",,,
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",,,
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",,,
ham,Pls call me da. What happen.,,,
ham,Yar but they say got some error.,,,
spam,Missed call alert. These numbers called but left no message. 07008009200,,,
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",,,
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,,,
ham,"Oh... Icic... K lor, den meet other day...",,,
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",,,
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,
ham,Ok lor. I'm in town now lei.,,,
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,,,
ham,Oh god..taken the teeth?is it paining,,,
ham,Then she buying today? ÌÏ no need to c meh...,,,
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,,,
ham,My sister going to earn more than me da.,,,
ham,Ugh fuck it I'm resubbing to eve,,,
ham,Minimum walk is 3miles a day.,,,
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,,,
ham,That is wondar full flim.,,,
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",,,
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,,,
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,,,
ham,Very hurting n meaningful lines ever: \I compromised everything for my love," But at d end my love compromised me for everything:-(\"".. Gud mornin:-)""",,
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,,,
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",,,
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
ham,Which is weird because I know I had it at one point,,,
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",,,
ham,"\Gimme a few\"" was  &lt;#&gt;  minutes ago""",,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,,,
ham,What * u wearing?,,,
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,,,
ham,What's a feathery bowa? Is that something guys have that I don't know about?,,,
ham,\HEY KATE," HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\""""",,
ham,I sent them. Do you like?,,,
ham,"Thanks, I'll keep that in mind",,,
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",,,
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,,,
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,,,
ham,Are you this much buzy,,,
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",,,
ham,Bring it if you got it,,,
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,,,
ham,Yup ok...,,,
ham,"Sorry, I'll call later",,,
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",,,
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",,,
ham,"K I'll head out in a few mins, see you there",,,
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",,,
ham,She told to hr that he want posting in chennai:)because i'm working here:),,,
ham,Will you be here for food,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.,,,
ham,U should have made an appointment,,,
ham,"Sorry, I'll call later",,,
ham,Are you available for soiree on June 3rd?,,,
ham,"Cool, text me when you head out",,,
ham,:) ,,,
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,,,
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",,,
ham,How i noe... Did Ì_ specify da domain as nusstu... ÌÏ still in sch...,,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,,,
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,,,
ham,I always chat with you. In fact i need money can you raise me?,,,
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,,,
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",,,
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,,,
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,,,
ham,Nobody can decide where to eat and dad wants Chinese,,,
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"," always give response 2 who cares 4 U\""... Gud night..swt dreams..take care""",,
ham,Pls help me tell Ashley that i cant find her number oh,,,
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",,,
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",,,
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,,,
ham,Yes! How is a pretty lady like you single?,,,
ham,"Cool, I'll text you in a few",,,
ham,Wot is u up 2 then bitch?,,,
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub,,,
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,,,
ham,Armand says get your ass over to epsilon,,,
ham,Do Ì_ noe if ben is going?,,,
ham,i thought we were doing a king of the hill thing there.,,,
ham,I need... Coz i never go before ,,,
ham,Pls send me your address sir.,,,
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",,,
ham,In fact when do you leave? I think addie goes back to school tues or wed,,,
ham,I liked the new mobile,,,
ham,I went to ur hon lab but no one is there.,,,
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,,,
