v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,,,
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",,,
ham,i dnt wnt to tlk wid u,,,
ham,"Found it, ENC  &lt;#&gt; , where you at?",,,
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,,,
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,,,
ham,What happened to our yo date?,,,
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),,,
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
ham,But i'll b going 2 sch on mon. My sis need 2 take smth.,,,
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,,,
ham,Well i know Z will take care of me. So no worries.,,,
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,,,
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,,,
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,,,
ham, what number do u live at? Is it 11?,,,
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,,,
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,,,
ham,Going to join tomorrow.,,,
ham,"Yeah probably, I still gotta check out with leo",,,
ham,"I'm in solihull, | do you want anything?",,,
spam,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,,,
ham,"whatever, im pretty pissed off.",,,
ham,Then u going ikea str aft dat?,,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
ham,Are you not around or just still asleep? :V,,,
ham,"Yup, leaving right now, be back soon",,,
ham,Yes :)it completely in out of form:)clark also utter waste.,,,
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",,,
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",,,
ham,Also where's the piece,,,
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,,,
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,,,
ham,Exactly. Anyways how far. Is jide her to study or just visiting,,,
ham,Quite late lar... Ard 12 anyway i wun b drivin...,,,
ham,my ex-wife was not able to have kids. Do you want kids one day?,,,
ham,I gotta collect da car at 6 lei.,,,
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",,,
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,,,
ham,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx,,,
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
ham,Sorry da..today i wont come to play..i have driving clas..,,,
ham,All e best 4 ur exam later.,,,
ham,HELLO PEACH! MY CAKE TASTS LUSH!,,,
ham,Thought praps you meant another one. Goodo! I'll look tomorrow ,,,
ham,Don know..he is watching film in computer..,,,
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,,,
ham,Y bishan lei... I tot Ì_ say lavender? ,,,
ham,I've reached already.,,,
ham,ÌÏ bot notes oredi... Cos i juz rem i got...,,,
ham,Prepare to be pounded every night...,,,
ham,ÌÏ takin linear algebra today?,,,
ham,Blank is Blank. But wat is blank? Lol,,,
ham,Can i get your opinion on something first?,,,
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,,,
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,,,
ham,Did u got that persons story,,,
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",,,
ham,Good. No swimsuit allowed :),,,
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok,,,
ham,"Yeah sure, give me a couple minutes to track down my wallet",,,
ham,"Oh, then your phone phoned me but it disconnected",,,
ham,IM GONNA MISS U SO MUCH,,,
ham,Oh that was a forwarded message. I thought you send that to me,,,
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",,,
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",,,
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,,,
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,,,
ham,Waaaat?? Lololo ok next time then!,,,
ham,"Hurry up, I've been weed-deficient for like three days",,,
ham,"not that I know of, most people up here are still out of town",,,
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,,,
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,,,
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,,,
ham,I am in hospital da. . I will return home in evening,,,
ham,Howz that persons story,,,
ham,Well that must be a pain to catch,,,
ham,Anything lor is she coming?,,,
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",,,
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,,,
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",,,
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,,,
ham,K..k...from tomorrow onwards started ah?,,,
ham,Dad says hurry the hell up,,,
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,,,
ham,"Cool, what time you think you can get here?",,,
ham,Dont put your phone on silent mode ok,,,
ham,There bold 2  &lt;#&gt; . Is that yours,,,
ham,Have you always been saying welp?,,,
ham,Oh k.k..where did you take test?,,,
ham,Should i send you naughty pix? :),,,
ham,Thanks love. But am i doing torch or bold.,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,,,
ham,O shore are you takin the bus,,,
ham,Then. You are eldest know.,,,
ham,Sorry about that this is my mates phone and i didnt write it love Kate,,,
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,,,
ham,Genius what's up. How your brother. Pls send his number to my skype.,,,
ham,How dare you change my ring,,,
ham,How come guoyang go n tell her? Then u told her?,,,
ham,I uploaded mine to Facebook,,,
ham,Where are you?when wil you reach here?,,,
ham,Then any special there?,,,
ham,Shall i ask one thing if you dont mistake me.,,,
ham,Thank You meet you monday,,,
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,,,
ham,Why nothing. Ok anyway give me treat,,,
ham,"Fuuuuck I need to stop sleepin, sup",,,
ham,"That means you got an A in epi, she.s fine. She.s here now.",,,
spam,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,,,
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",,,
ham,Ok. But i finish at 6.,,,
ham,Text her. If she doesnt reply let me know so i can have her log in,,,
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,,,
ham,Yo we are watching a movie on netflix,,,
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,
ham,I am in tirupur.  call you da.,,,
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",,,
ham,Try to do something dear. You read something for exams,,,
ham,"Ya ok, then had dinner?",,,
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,,,
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,,,
ham,Hey you told your name to gautham ah?,,,
ham,Hey do you want anything to buy:),,,
ham,Dear good morning how you feeling dear,,,
ham,You do what all you like,,,
ham,I know you mood off today,,,
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,,,
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,,,
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",,,
ham,"Alright omw, gotta change my order to a half8th",,,
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,,,
ham,I wanna watch that movie,,,
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,,,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",,,
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,,,
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,,,
ham,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",,,
ham,Oh dang! I didn't mean o send that to you! Lol!,,,
ham,When Ì_ login dat time... Dad fetching Ì_ home now?,,,
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,,,
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,,,
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
ham,I dled 3d its very imp,,,
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,,,
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,,,
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",,,
ham,What happen dear tell me,,,
ham,"Haha, just what I was thinkin",,,
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.,,,
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,,,
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,,,
ham,"Doing nothing, then u not having dinner w us?",,,
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,
ham,Also are you bringing galileo or dobby,,,
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",,,
ham,U wan 2 haf lunch i'm in da canteen now.,,,
ham,O i played smash bros  &lt;#&gt;  religiously.,,,
ham,Roger that. WeÛ÷re probably going to rem in about 20,,,
ham,K.:)you are the only girl waiting in reception ah?,,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
ham,Have you seen who's back at Holby?!,,,
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,,,
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,,,
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,,,
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",,,
ham,Well its not like you actually called someone a punto. That woulda been worse.,,,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",,,
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,,,
ham,Reckon need to be in town by eightish to walk from * carpark.,,,
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,,,
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",,,
ham,Sounds great! Im going to sleep now. Have a good night!,,,
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,,,
ham,"Jay told me already, will do",,,
ham,Sent me de webadres for geting salary slip,,,
ham,Need a coffee run tomo?Can't believe it's that time of week already,,,
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,"u hav2hear it!c u sn xxxx\""""",,
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,,,
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,,,
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,,,
ham,"G says you never answer your texts, confirm/deny",,,
ham,U guys never invite me anywhere :(,,,
ham,Depends on where u going lor.,,,
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,,,
ham,"Alright, we're all set here, text the man",,,
ham,We're done...,,,
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,,,
ham,Oh ho. Is this the first time u use these type of words,,,
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,,,
ham,Eh u send wrongly lar...,,,
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",,,
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",,,
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,,,
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,,,
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,,,
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",,,
ham,DonÛ÷t give a flying monkeys wot they think and I certainly donÛ÷t mind. Any friend of mine and all that!,,,
ham,Am in film ill call you later.,,,
ham,"Dude u knw also telugu..thts gud..k, gud nyt..",,,
ham,Another month. I need chocolate weed and alcohol.,,,
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML", PO Box 5249," MK17 92H. 450Ppw 16""",
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,,,
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",,,
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm,,,
ham,How much you got for cleaning,,,
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",,,
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,,,
ham,Thanks honey. Have a great day.,,,
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?",,,
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,,,
ham,Have you heard from this week?,,,
ham,Studying. But i.ll be free next weekend.,,,
ham,Hi its in durban are you still on this number,,,
ham,My sister cleared two round in birla soft yesterday.,,,
ham,How abt making some of the pics bigger?,,,
ham,Meet after lunch la...,,,
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.",,,
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
ham,And you! Will expect you whenever you text! Hope all goes well tomo ,,,
ham,In meeting da. I will call you,,,
ham,"Nope. Since ayo travelled, he has forgotten his guy",,,
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!,,,
ham,"Just looked it up and addie goes back Monday, sucks to be her",,,
ham,Ok ill tell the company,,,
ham,"Ta-Daaaaa! I am home babe, are you still up ?",,,
ham,Great. P diddy is my neighbor and comes for toothpaste every morning,,,
ham,I donno if they are scorable,,,
ham,"There're some people by mu, I'm at the table by lambda",,,
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,,,
ham,Be happy there. I will come after noon,,,
ham,Am i that much bad to avoid like this?,,,
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",,,
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,,,
ham,"Sorry, I can't help you on this.",,,
ham,Compliments to you. Was away from the system. How your side.,,,
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",,,
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",,,
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,,,
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,,,
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",,,
ham,It is a good thing I'm now getting the connection to bw,,,
ham,Have your lunch and come quickly and open the door:),,,
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,,,
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,,,
ham,What he said is not the matter. My mind saying some other matter is there.,,,
ham,I want to see your pretty pussy...,,,
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",,,
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,,,
ham,"Yes, princess. Toledo.",,,
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",,,
ham,"As in missionary hook up, doggy hook up, standing...|",,,
ham,Er yep sure. Props?,,,
ham,Gud mrng dear hav a nice day,,,
ham,"Okay, good, no problem, and thanx!",,,
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,,,
ham,Jus came back fr lunch wif my sis only. U leh?,,,
ham,Mm have some kanji dont eat anything heavy ok,,,
ham,Why i come in between you people,,,
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,
ham,"What part of \don't initiate\"" don't you understand""",,,
ham,Ok that's great thanx a lot.,,,
ham,Tell me something. Thats okay.,,,
ham,"fyi I'm at usf now, swing by the room whenever",,,
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
ham,Where do you need to go to get it?,,,
ham,And how's your husband.,,,
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",,,
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,,,
ham,Ok... C ya...,,,
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,,,
ham,Neva mind it's ok..,,,
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",,,
ham,yes baby! I need to stretch open your pussy!,,,
ham,Good Morning my Dear........... Have a great &amp; successful day.,,,
ham,Hey what's up charles sorry about the late reply.,,,
ham,did u get that message,,,
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,,,
ham,Aight well keep me informed,,,
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,,,
ham,Hows the champ just leaving glasgow!,,,
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,,,
ham,Double eviction this week - Spiral and Michael and good riddance to them!,,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
ham,O ic lol. Should play 9 doors sometime yo,,,
ham,Msg me when rajini comes.,,,
ham,Ya even those cookies have jelly on them,,,
ham,"Ok da, i already planned. I wil pick you.",,,
ham,I need to come home and give you some good lovin...,,,
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,,,
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,,,
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.,,,
ham,Teach me apps da. When you come to college.,,,
ham,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",,,
ham,happened here while you were adventuring,,,
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,,,
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",,,
ham,Who's there say hi to our drugdealer,,,
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",,,
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",,,
ham,"Yep, by the pretty sculpture",,,
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,,,
ham,Dunno dat's wat he told me. Ok lor...,,,
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,,,
ham,Was the actual exam harder than NBME,,,
ham,Alex says he's not ok with you not being ok with it,,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,,,
ham,Its a great day. Do have yourself a beautiful one.,,,
ham,cool. We will have fun practicing making babies!,,,
ham,No b4 Thursday,,,
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",,,
ham,What happen dear. Why you silent. I am tensed,,,
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",,,
ham,Yo guess what I just dropped,,,
ham,We live in the next  &lt;#&gt; mins,,,
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,,,
ham,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,,,
ham,Hello! Good week? Fancy a drink or something later?,,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
ham,Wif my family booking tour package.,,,
ham,Is that seriously how you spell his name?,,,
ham,Yup i've finished c Ì_ there...,,,
ham,On the way to office da..,,,
ham,Oh sorry please its over,,,
ham,True. Its easier with her here.,,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,,,
ham,Me fine..absolutly fine,,,
ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,,,
